"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSDARG00000067859",49.6457800134658,-1.35408568464064,0.450687475131231,-3.00448927329599,0.00266027139200937,0.0226305410155025,"scospondin","100036547"
"ENSDARG00000069252",56.5716787106957,-1.35600156710031,0.396653720873783,-3.41860291670324,0.000629435091011606,0.00693584527156293,"mixl1","30115"
"ENSDARG00000091277",67.8030451635942,-1.35957300494852,0.384214479023074,-3.53857826598687,0.000402288004567476,0.00473134834698536,"adra2da","266754"
"ENSDARG00000016348",28.520658002135,-1.36231368340629,0.48350157161321,-2.8175992869287,0.00483841526640638,0.0360147318172755,"dip2bb","568954"
"ENSDARG00000111979",35.1020960629821,-1.36290916857181,0.481963041767028,-2.82782921191416,0.00468648013104595,0.0351612752052798,NA,NA
"ENSDARG00000013422",2540.2623945482,-1.36405963378042,0.35816523548819,-3.80846463761666,0.000139832338638135,0.001876713931375,"slc8a1a","553489"
"ENSDARG00000101584",69.5539802043963,-1.37283449262509,0.402764236820664,-3.40853126251218,0.000653136008833438,0.00715355328578788,NA,NA
"ENSDARG00000099678",27.7269187389895,-1.37784700681998,0.501349194573764,-2.74827808986786,0.00599091731256567,0.0423985057465819,"LOC571582","571582"
"ENSDARG00000006911",85.3678881060809,-1.37933779922768,0.372173649799969,-3.70616726887846,0.000210419358639706,0.00267921106699941,"wnt8b","30144"
"ENSDARG00000027807",24.9057100595397,-1.38364416948307,0.500593843259608,-2.76400556681539,0.00570965651994908,0.0409238329473919,"frk","567549"
"ENSDARG00000068460",60.0057640771305,-1.38894282900899,0.37825876691804,-3.67193823510228,0.000240717867026589,0.00300178108003914,"otog","103911405"
"ENSDARG00000075713",48.644157297481,-1.3949392411777,0.424199426120109,-3.28840435720611,0.00100757012359249,0.0103787601553301,"shox2","394171"
"ENSDARG00000003706",837.048817497811,-1.3963338402698,0.388572839569677,-3.59349315772086,0.000326274220683454,0.00392544510098803,"ryr2b","568463"
"ENSDARG00000070919",21.1140233848021,-1.39927418890138,0.502583926430794,-2.78416024730162,0.00536665125308105,0.0389747469044978,"cpne5b","394003"
"ENSDARG00000063054",104.048884224158,-1.40171208877808,0.328342866728212,-4.269049919511,1.96307335567288e-05,0.000338309026666737,"shank3b","566152"
"ENSDARG00000059792",31.0349890130874,-1.40396185534242,0.483126387373841,-2.9059929079304,0.00366089746489679,0.0290469795153874,"trpm5","557722"
"ENSDARG00000056156",559.514027985642,-1.40990744657122,0.362336864398009,-3.89115098435723,9.97698230138351e-05,0.00140878574640075,"npdc1b","556607"
"ENSDARG00000043342",49.6237082063899,-1.41185761240795,0.416145130366713,-3.39270487477243,0.000692061572863941,0.00754136042038105,"gpx3","798788"
"ENSDARG00000102015",95.3345962014816,-1.41562740151488,0.3589560229993,-3.94373491684702,8.02223312922819e-05,0.00116773011987858,"LOC100537556","100537556"
"ENSDARG00000077165",31.3639407995701,-1.41798508117498,0.500391548288644,-2.83375106159274,0.00460051544189054,0.0347121758338018,"kcnj3a","100330491"
"ENSDARG00000079251",30.0996344563819,-1.41810332410418,0.466746418389352,-3.03827360689295,0.00237937813047245,0.0207577194578879,"nlgn2b","100002407"
